observation,action,reward,next_observation
[-0.01619778 -0.1565094   0.04694851  0.33241278],0,1.0,[-0.01932796 -0.35226706  0.05359676  0.6395235 ]
[-0.01932796 -0.35226706  0.05359676  0.6395235 ],1,1.0,[-0.02637331 -0.15793173  0.06638724  0.36418903]
[-0.02637331 -0.15793173  0.06638724  0.36418903],1,1.0,[-0.02953194  0.036187    0.07367101  0.09315585]
[-0.02953194  0.036187    0.07367101  0.09315585],1,1.0,[-0.0288082   0.23017994  0.07553413 -0.17540456]
[-0.0288082   0.23017994  0.07553413 -0.17540456],0,1.0,[-0.0242046   0.03406281  0.07202604  0.14011824]
[-0.0242046   0.03406281  0.07202604  0.14011824],0,1.0,[-0.02352335 -0.16201285  0.0748284   0.45462653]
[-0.02352335 -0.16201285  0.0748284   0.45462653],0,1.0,[-0.0267636  -0.35810867  0.08392093  0.7699262 ]
[-0.0267636  -0.35810867  0.08392093  0.7699262 ],1,1.0,[-0.03392578 -0.16423583  0.09931946  0.50478417]
[-0.03392578 -0.16423583  0.09931946  0.50478417],1,1.0,[-0.03721049  0.02935646  0.10941514  0.24497873]
[-0.03721049  0.02935646  0.10941514  0.24497873],1,1.0,[-0.03662336  0.22275938  0.11431472 -0.01128696]
[-0.03662336  0.22275938  0.11431472 -0.01128696],1,1.0,[-0.03216818  0.41607213  0.11408897 -0.2658281 ]
[-0.03216818  0.41607213  0.11408897 -0.2658281 ],1,1.0,[-0.02384673  0.6093965   0.10877241 -0.52046007]
[-0.02384673  0.6093965   0.10877241 -0.52046007],0,1.0,[-0.0116588   0.41292503  0.09836321 -0.19557841]
[-0.0116588   0.41292503  0.09836321 -0.19557841],0,1.0,[-0.0034003   0.21654372  0.09445164  0.1264418 ]
[-0.0034003   0.21654372  0.09445164  0.1264418 ],1,1.0,[ 0.00093057  0.41019458  0.09698048 -0.13501224]
[ 0.00093057  0.41019458  0.09698048 -0.13501224],1,1.0,[ 0.00913446  0.6038033   0.09428024 -0.39559308]
[ 0.00913446  0.6038033   0.09428024 -0.39559308],1,1.0,[ 0.02121053  0.7974699   0.08636837 -0.65712553]
[ 0.02121053  0.7974699   0.08636837 -0.65712553],0,1.0,[ 0.03715993  0.60125864  0.07322586 -0.3385449 ]
[ 0.03715993  0.60125864  0.07322586 -0.3385449 ],1,1.0,[ 0.0491851   0.7952664   0.06645496 -0.6072675 ]
[ 0.0491851   0.7952664   0.06645496 -0.6072675 ],1,1.0,[ 0.06509043  0.9893993   0.05430961 -0.8783008 ]
[ 0.06509043  0.9893993   0.05430961 -0.8783008 ],1,1.0,[ 0.08487841  1.1837429   0.0367436  -1.1534271 ]
[ 0.08487841  1.1837429   0.0367436  -1.1534271 ],1,1.0,[ 0.10855328  1.3783668   0.01367506 -1.4343657 ]
[ 0.10855328  1.3783668   0.01367506 -1.4343657 ],0,1.0,[ 0.1361206   1.1830789  -0.01501226 -1.1374409 ]
[ 0.1361206   1.1830789  -0.01501226 -1.1374409 ],1,1.0,[ 0.15978219  1.3783939  -0.03776107 -1.434794  ]
[ 0.15978219  1.3783939  -0.03776107 -1.434794  ],0,1.0,[ 0.18735006  1.1837574  -0.06645695 -1.1541466 ]
[ 0.18735006  1.1837574  -0.06645695 -1.1541466 ],0,1.0,[ 0.21102521  0.98956215 -0.08953989 -0.8830205 ]
[ 0.21102521  0.98956215 -0.08953989 -0.8830205 ],1,1.0,[ 0.23081645  1.1857786  -0.10720029 -1.2024556 ]
[ 0.23081645  1.1857786  -0.10720029 -1.2024556 ],0,1.0,[ 0.25453204  0.9921935  -0.13124941 -0.94520146]
[ 0.25453204  0.9921935  -0.13124941 -0.94520146],1,1.0,[ 0.2743759   1.1888157  -0.15015343 -1.2760748 ]
[ 0.2743759   1.1888157  -0.15015343 -1.2760748 ],0,1.0,[ 0.2981522   0.99589324 -0.17567493 -1.0339265 ]
[ 0.2981522   0.99589324 -0.17567493 -1.0339265 ],0,1.0,[ 0.31807008  0.80348694 -0.19635347 -0.80114233]
[ 0.31807008  0.80348694 -0.19635347 -0.80114233],0,1.0,[ 0.33413982  0.61152166 -0.21237631 -0.5760851 ]
[ 0.04958935 -0.00936955 -0.00209621 -0.0066181 ],1,1.0,[ 0.04940196  0.1857824  -0.00222857 -0.2999617 ]
[ 0.04940196  0.1857824  -0.00222857 -0.2999617 ],0,1.0,[ 0.05311761 -0.00930772 -0.00822781 -0.00798243]
[ 0.05311761 -0.00930772 -0.00822781 -0.00798243],1,1.0,[ 0.05293145  0.18593127 -0.00838746 -0.30324993]
[ 0.05293145  0.18593127 -0.00838746 -0.30324993],1,1.0,[ 0.05665008  0.38117173 -0.01445245 -0.59856623]
[ 0.05665008  0.38117173 -0.01445245 -0.59856623],1,1.0,[ 0.06427351  0.5764929  -0.02642378 -0.89576626]
[ 0.06427351  0.5764929  -0.02642378 -0.89576626],1,1.0,[ 0.07580337  0.77196294 -0.0443391  -1.1966367 ]
[ 0.07580337  0.77196294 -0.0443391  -1.1966367 ],1,1.0,[ 0.09124263  0.9676299  -0.06827184 -1.5028801 ]
[ 0.09124263  0.9676299  -0.06827184 -1.5028801 ],0,1.0,[ 0.11059523  0.77339983 -0.09832944 -1.23227   ]
[ 0.11059523  0.77339983 -0.09832944 -1.23227   ],1,1.0,[ 0.12606323  0.9696391  -0.12297484 -1.5540693 ]
[ 0.12606323  0.9696391  -0.12297484 -1.5540693 ],0,1.0,[ 0.145456    0.776187   -0.15405622 -1.3021461 ]
[ 0.145456    0.776187   -0.15405622 -1.3021461 ],0,1.0,[ 0.16097975  0.5833181  -0.18009914 -1.0613827 ]
[ 0.16097975  0.5833181  -0.18009914 -1.0613827 ],1,1.0,[ 0.1726461  0.7803081 -0.2013268 -1.4047518]
[ 0.1726461  0.7803081 -0.2013268 -1.4047518],0,1.0,[ 0.18825227  0.5881733  -0.22942184 -1.1811616 ]
[ 0.02043957 -0.02543586  0.04870778 -0.00177485],0,1.0,[ 0.01993085 -0.22122128  0.04867228  0.3058694 ]
[ 0.01993085 -0.22122128  0.04867228  0.3058694 ],0,1.0,[ 0.01550643 -0.4170018   0.05478967  0.6134964 ]
[ 0.01550643 -0.4170018   0.05478967  0.6134964 ],0,1.0,[ 0.00716639 -0.6128449   0.0670596   0.9229203 ]
[ 0.00716639 -0.6128449   0.0670596   0.9229203 ],0,1.0,[-0.00509051 -0.80880564  0.08551801  1.2359015 ]
[-0.00509051 -0.80880564  0.08551801  1.2359015 ],0,1.0,[-0.02126662 -1.0049161   0.11023603  1.5541039 ]
[-0.02126662 -1.0049161   0.11023603  1.5541039 ],0,1.0,[-0.04136494 -1.2011732   0.14131811  1.8790464 ]
[-0.04136494 -1.2011732   0.14131811  1.8790464 ],1,1.0,[-0.0653884  -1.0078465   0.17889903  1.6333566 ]
[-0.0653884  -1.0078465   0.17889903  1.6333566 ],0,1.0,[-0.08554534 -1.2045608   0.21156618  1.976035  ]
[-0.04127271 -0.02284228  0.02094842  0.02685981],0,1.0,[-0.04172955 -0.21825828  0.02148562  0.32607788]
[-0.04172955 -0.21825828  0.02148562  0.32607788],0,1.0,[-0.04609472 -0.41367945  0.02800718  0.62545824]
[-0.04609472 -0.41367945  0.02800718  0.62545824],0,1.0,[-0.05436831 -0.6091809   0.04051634  0.92682856]
[-0.05436831 -0.6091809   0.04051634  0.92682856],1,1.0,[-0.06655193 -0.41462883  0.05905291  0.64714843]
[-0.06655193 -0.41462883  0.05905291  0.64714843],1,1.0,[-0.07484451 -0.2203772   0.07199588  0.37363034]
[-0.07484451 -0.2203772   0.07199588  0.37363034],0,1.0,[-0.07925205 -0.4164441   0.07946849  0.68811727]
[-0.07925205 -0.4164441   0.07946849  0.68811727],0,1.0,[-0.08758093 -0.61257386  0.09323084  1.0047226 ]
[-0.08758093 -0.61257386  0.09323084  1.0047226 ],1,1.0,[-0.09983241 -0.4188124   0.11332529  0.74271286]
[-0.09983241 -0.4188124   0.11332529  0.74271286],1,1.0,[-0.10820866 -0.22542192  0.12817955  0.48773423]
[-0.10820866 -0.22542192  0.12817955  0.48773423],1,1.0,[-0.11271709 -0.0323194   0.13793422  0.23803835]
[-0.11271709 -0.0323194   0.13793422  0.23803835],0,1.0,[-0.11336348 -0.2291147   0.142695    0.5708518 ]
[-0.11336348 -0.2291147   0.142695    0.5708518 ],1,1.0,[-0.11794578 -0.03625172  0.15411203  0.32630774]
[-0.11794578 -0.03625172  0.15411203  0.32630774],0,1.0,[-0.11867081 -0.23319353  0.16063818  0.6633491 ]
[-0.11867081 -0.23319353  0.16063818  0.6633491 ],0,1.0,[-0.12333468 -0.4301425   0.17390516  1.0019939 ]
[-0.12333468 -0.4301425   0.17390516  1.0019939 ],1,1.0,[-0.13193753 -0.23771667  0.19394505  0.7685796 ]
[-0.13193753 -0.23771667  0.19394505  0.7685796 ],0,1.0,[-0.13669187 -0.43490383  0.20931664  1.1154779 ]
[-0.13669187 -0.43490383  0.20931664  1.1154779 ],0,1.0,[-0.14538994 -0.63206565  0.2316262   1.4658562 ]
[ 0.00684037 -0.03298339  0.00894247 -0.00642217],1,1.0,[ 0.0061807   0.16200918  0.00881403 -0.29627028]
[ 0.0061807   0.16200918  0.00881403 -0.29627028],1,1.0,[ 0.00942088  0.35700437  0.00288862 -0.5861604 ]
[ 0.00942088  0.35700437  0.00288862 -0.5861604 ],1,1.0,[ 0.01656097  0.55208576 -0.00883459 -0.877932  ]
[ 0.01656097  0.55208576 -0.00883459 -0.877932  ],1,1.0,[ 0.02760269  0.7473266  -0.02639323 -1.1733793 ]
[ 0.02760269  0.7473266  -0.02639323 -1.1733793 ],0,1.0,[ 0.04254922  0.5525575  -0.04986081 -0.889086  ]
[ 0.04254922  0.5525575  -0.04986081 -0.889086  ],0,1.0,[ 0.05360037  0.35814634 -0.06764253 -0.6124847 ]
[ 0.05360037  0.35814634 -0.06764253 -0.6124847 ],0,1.0,[ 0.0607633   0.16403168 -0.07989223 -0.3418503 ]
[ 0.0607633   0.16403168 -0.07989223 -0.3418503 ],1,1.0,[ 0.06404393  0.36019403 -0.08672923 -0.6586186 ]
[ 0.06404393  0.36019403 -0.08672923 -0.6586186 ],0,1.0,[ 0.07124781  0.1663794  -0.0999016  -0.39445585]
[ 0.07124781  0.1663794  -0.0999016  -0.39445585],0,1.0,[ 0.07457539 -0.02719357 -0.10779072 -0.13486636]
[ 0.07457539 -0.02719357 -0.10779072 -0.13486636],0,1.0,[ 0.07403152 -0.2206197  -0.11048805  0.12195978]
[ 0.07403152 -0.2206197  -0.11048805  0.12195978],1,1.0,[ 0.06961913 -0.02410247 -0.10804885 -0.20343606]
[ 0.06961913 -0.02410247 -0.10804885 -0.20343606],1,1.0,[ 0.06913708  0.17238548 -0.11211757 -0.52815384]
[ 0.06913708  0.17238548 -0.11211757 -0.52815384],0,1.0,[ 0.07258479 -0.02099531 -0.12268065 -0.27279744]
[ 0.07258479 -0.02099531 -0.12268065 -0.27279744],0,1.0,[ 0.07216489 -0.21417265 -0.1281366  -0.02118696]
[ 0.07216489 -0.21417265 -0.1281366  -0.02118696],1,1.0,[ 0.06788144 -0.01746817 -0.12856033 -0.35139388]
[ 0.06788144 -0.01746817 -0.12856033 -0.35139388],1,1.0,[ 0.06753207  0.17922527 -0.13558821 -0.68169194]
[ 0.06753207  0.17922527 -0.13558821 -0.68169194],1,1.0,[ 0.07111657  0.37594372 -0.14922205 -1.0138023 ]
[ 0.07111657  0.37594372 -0.14922205 -1.0138023 ],1,1.0,[ 0.07863545  0.5727068  -0.1694981  -1.3493756 ]
[ 0.07863545  0.5727068  -0.1694981  -1.3493756 ],1,1.0,[ 0.09008959  0.7695039  -0.19648561 -1.6899352 ]
[ 0.09008959  0.7695039  -0.19648561 -1.6899352 ],0,1.0,[ 0.10547967  0.5771205  -0.23028432 -1.4643084 ]
[-0.01868521  0.0232201  -0.00613814  0.02569873],0,1.0,[-0.01822081 -0.1718133  -0.00562416  0.3164387 ]
[-0.01822081 -0.1718133  -0.00562416  0.3164387 ],1,1.0,[-0.02165708  0.02338832  0.00070461  0.02198743]
[-0.02165708  0.02338832  0.00070461  0.02198743],0,1.0,[-0.02118931 -0.17174374  0.00114436  0.3148926 ]
[-0.02118931 -0.17174374  0.00114436  0.3148926 ],1,1.0,[-0.02462419  0.0233619   0.00744221  0.02257078]
[-0.02462419  0.0233619   0.00744221  0.02257078],1,1.0,[-0.02415695  0.21837634  0.00789363 -0.2677548 ]
[-0.02415695  0.21837634  0.00789363 -0.2677548 ],0,1.0,[-0.01978942  0.02314263  0.00253853  0.02740736]
[-0.01978942  0.02314263  0.00253853  0.02740736],0,1.0,[-0.01932657 -0.17201564  0.00308668  0.32089013]
[-0.01932657 -0.17201564  0.00308668  0.32089013],1,1.0,[-0.02276688  0.02306222  0.00950448  0.02918223]
[-0.02276688  0.02306222  0.00950448  0.02918223],1,1.0,[-0.02230564  0.21804659  0.01008813 -0.26048684]
[-0.02230564  0.21804659  0.01008813 -0.26048684],0,1.0,[-0.0179447   0.02278209  0.00487839  0.03536086]
[-0.0179447   0.02278209  0.00487839  0.03536086],0,1.0,[-0.01748906 -0.17240947  0.00558561  0.32957897]
[-0.01748906 -0.17240947  0.00558561  0.32957897],0,1.0,[-0.02093725 -0.36761048  0.01217719  0.6240181 ]
[-0.02093725 -0.36761048  0.01217719  0.6240181 ],1,1.0,[-0.02828946 -0.17266065  0.02465755  0.335195  ]
[-0.02828946 -0.17266065  0.02465755  0.335195  ],1,1.0,[-0.03174268  0.02210186  0.03136145  0.05038864]
[-0.03174268  0.02210186  0.03136145  0.05038864],1,1.0,[-0.03130064  0.21676041  0.03236922 -0.23223686]
[-0.03130064  0.21676041  0.03236922 -0.23223686],1,1.0,[-0.02696543  0.41140524  0.02772448 -0.51453626]
[-0.02696543  0.41140524  0.02772448 -0.51453626],0,1.0,[-0.01873733  0.21590404  0.01743376 -0.21324721]
[-0.01873733  0.21590404  0.01743376 -0.21324721],0,1.0,[-0.01441924  0.02053723  0.01316881  0.08488373]
[-0.01441924  0.02053723  0.01316881  0.08488373],1,1.0,[-0.0140085   0.21546797  0.01486649 -0.2036155 ]
[-0.0140085   0.21546797  0.01486649 -0.2036155 ],0,1.0,[-0.00969914  0.0201366   0.01079418  0.09371976]
[-0.00969914  0.0201366   0.01079418  0.09371976],0,1.0,[-0.00929641 -0.17513838  0.01266857  0.3897886 ]
[-0.00929641 -0.17513838  0.01266857  0.3897886 ],1,1.0,[-0.01279918  0.01980149  0.02046435  0.10112672]
[-0.01279918  0.01980149  0.02046435  0.10112672],0,1.0,[-0.01240315 -0.17560768  0.02248688  0.40019518]
[-0.01240315 -0.17560768  0.02248688  0.40019518],0,1.0,[-0.0159153  -0.37104127  0.03049078  0.69988203]
[-0.0159153  -0.37104127  0.03049078  0.69988203],0,1.0,[-0.02333613 -0.56657237  0.04448843  1.0020052 ]
[-0.02333613 -0.56657237  0.04448843  1.0020052 ],1,1.0,[-0.03466757 -0.3720722   0.06452853  0.723619  ]
[-0.03466757 -0.3720722   0.06452853  0.723619  ],1,1.0,[-0.04210902 -0.17789924  0.07900091  0.45192394]
[-0.04210902 -0.17789924  0.07900091  0.45192394],1,1.0,[-0.045667    0.01602178  0.08803939  0.18515177]
[-0.045667    0.01602178  0.08803939  0.18515177],1,1.0,[-0.04534657  0.20978096  0.09174243 -0.07851122]
[-0.04534657  0.20978096  0.09174243 -0.07851122],0,1.0,[-0.04115095  0.01347177  0.0901722   0.24164869]
[-0.04115095  0.01347177  0.0901722   0.24164869],1,1.0,[-0.04088151  0.20719771  0.09500518 -0.0212849 ]
[-0.04088151  0.20719771  0.09500518 -0.0212849 ],1,1.0,[-0.03673756  0.40083787  0.09457947 -0.28254578]
[-0.03673756  0.40083787  0.09457947 -0.28254578],0,1.0,[-0.0287208   0.20450306  0.08892856  0.03840515]
[-0.0287208   0.20450306  0.08892856  0.03840515],1,1.0,[-0.02463074  0.39824468  0.08969666 -0.22494835]
[-0.02463074  0.39824468  0.08969666 -0.22494835],1,1.0,[-0.01666584  0.59197783  0.08519769 -0.48804435]
[-0.01666584  0.59197783  0.08519769 -0.48804435],1,1.0,[-0.00482629  0.7858009   0.07543681 -0.7527066 ]
[-0.00482629  0.7858009   0.07543681 -0.7527066 ],1,1.0,[ 0.01088973  0.97980607  0.06038268 -1.0207294 ]
[ 0.01088973  0.97980607  0.06038268 -1.0207294 ],1,1.0,[ 0.03048585  1.1740737   0.03996809 -1.293858  ]
[ 0.03048585  1.1740737   0.03996809 -1.293858  ],0,1.0,[ 0.05396733  0.97846735  0.01409093 -0.9889353 ]
[ 0.05396733  0.97846735  0.01409093 -0.9889353 ],1,1.0,[ 0.07353667  1.1733978  -0.00568778 -1.2771595 ]
[ 0.07353667  1.1733978  -0.00568778 -1.2771595 ],1,1.0,[ 0.09700463  1.3685918  -0.03123097 -1.5716178 ]
[ 0.09700463  1.3685918  -0.03123097 -1.5716178 ],0,1.0,[ 0.12437647  1.1738561  -0.06266332 -1.2888372 ]
[ 0.12437647  1.1738561  -0.06266332 -1.2888372 ],0,1.0,[ 0.14785358  0.97958475 -0.08844007 -1.0164131 ]
[ 0.14785358  0.97958475 -0.08844007 -1.0164131 ],0,1.0,[ 0.16744529  0.7857462  -0.10876833 -0.75275904]
[ 0.16744529  0.7857462  -0.10876833 -0.75275904],0,1.0,[ 0.1831602   0.59227866 -0.12382351 -0.49618757]
[ 0.1831602   0.59227866 -0.12382351 -0.49618757],1,1.0,[ 0.19500577  0.7889092  -0.13374726 -0.8251863 ]
[ 0.19500577  0.7889092  -0.13374726 -0.8251863 ],0,1.0,[ 0.21078396  0.5958452  -0.15025099 -0.5773812 ]
[ 0.21078396  0.5958452  -0.15025099 -0.5773812 ],0,1.0,[ 0.22270086  0.4031131  -0.16179861 -0.33554792]
[ 0.22270086  0.4031131  -0.16179861 -0.33554792],0,1.0,[ 0.23076314  0.2106191  -0.16850957 -0.09793966]
[ 0.23076314  0.2106191  -0.16850957 -0.09793966],0,1.0,[ 0.23497552  0.01826266 -0.17046836  0.13720046]
[ 0.23497552  0.01826266 -0.17046836  0.13720046],0,1.0,[ 0.23534076 -0.17405973 -0.16772436  0.3716273 ]
[ 0.23534076 -0.17405973 -0.16772436  0.3716273 ],0,1.0,[ 0.23185956 -0.36645132 -0.1602918   0.6070849 ]
[ 0.23185956 -0.36645132 -0.1602918   0.6070849 ],0,1.0,[ 0.22453055 -0.55901206 -0.14815012  0.84529907]
[ 0.22453055 -0.55901206 -0.14815012  0.84529907],0,1.0,[ 0.21335031 -0.75183576 -0.13124412  1.0879693 ]
[ 0.21335031 -0.75183576 -0.13124412  1.0879693 ],1,1.0,[ 0.1983136  -0.5552506  -0.10948474  0.75715244]
[ 0.1983136  -0.5552506  -0.10948474  0.75715244],1,1.0,[ 0.18720858 -0.35880375 -0.0943417   0.4321222 ]
[ 0.18720858 -0.35880375 -0.0943417   0.4321222 ],1,1.0,[ 0.1800325  -0.16248144 -0.08569925  0.11125296]
[ 0.1800325  -0.16248144 -0.08569925  0.11125296],0,1.0,[ 0.17678288 -0.3562775  -0.08347419  0.37571546]
[ 0.17678288 -0.3562775  -0.08347419  0.37571546],0,1.0,[ 0.16965732 -0.5501207  -0.07595988  0.640955  ]
[ 0.16965732 -0.5501207  -0.07595988  0.640955  ],1,1.0,[ 0.15865491 -0.35402665 -0.06314078  0.32535127]
[ 0.15865491 -0.35402665 -0.06314078  0.32535127],1,1.0,[ 0.15157437 -0.15806516 -0.05663376  0.01344375]
[ 0.15157437 -0.15806516 -0.05663376  0.01344375],1,1.0,[ 0.14841308  0.03782133 -0.05636488 -0.29655632]
[ 0.14841308  0.03782133 -0.05636488 -0.29655632],0,1.0,[ 0.1491695  -0.1564537  -0.06229601 -0.02216908]
[ 0.1491695  -0.1564537  -0.06229601 -0.02216908],1,1.0,[ 0.14604042  0.03950376 -0.06273939 -0.33383828]
[ 0.14604042  0.03950376 -0.06273939 -0.33383828],0,1.0,[ 0.1468305  -0.15467174 -0.06941616 -0.06158136]
[ 0.1468305  -0.15467174 -0.06941616 -0.06158136],1,1.0,[ 0.14373706  0.04137328 -0.07064778 -0.37533262]
[ 0.14373706  0.04137328 -0.07064778 -0.37533262],0,1.0,[ 0.14456452 -0.1526778  -0.07815444 -0.10573529]
[ 0.14456452 -0.1526778  -0.07815444 -0.10573529],0,1.0,[ 0.14151098 -0.34659782 -0.08026914  0.1613028 ]
[ 0.14151098 -0.34659782 -0.08026914  0.1613028 ],0,1.0,[ 0.13457902 -0.54048437 -0.07704309  0.4276224 ]
[ 0.13457902 -0.54048437 -0.07704309  0.4276224 ],1,1.0,[ 0.12376933 -0.3443606  -0.06849064  0.11168116]
[ 0.12376933 -0.3443606  -0.06849064  0.11168116],1,1.0,[ 0.11688212 -0.14832748 -0.06625701 -0.20179962]
[ 0.11688212 -0.14832748 -0.06625701 -0.20179962],1,1.0,[ 0.11391557  0.04767642 -0.070293   -0.51462567]
[ 0.11391557  0.04767642 -0.070293   -0.51462567],0,1.0,[ 0.1148691  -0.14638884 -0.08058552 -0.24489577]
[ 0.1148691  -0.14638884 -0.08058552 -0.24489577],1,1.0,[ 0.11194132  0.0497861  -0.08548343 -0.56186974]
[ 0.11194132  0.0497861  -0.08548343 -0.56186974],1,1.0,[ 0.11293704  0.24599709 -0.09672083 -0.8802131 ]
[ 0.11293704  0.24599709 -0.09672083 -0.8802131 ],0,1.0,[ 0.11785699  0.05231279 -0.11432509 -0.6194361 ]
[ 0.11785699  0.05231279 -0.11432509 -0.6194361 ],1,1.0,[ 0.11890324  0.24883026 -0.12671381 -0.9458264 ]
[ 0.11890324  0.24883026 -0.12671381 -0.9458264 ],0,1.0,[ 0.12387984  0.05562166 -0.14563034 -0.6954913 ]
[ 0.12387984  0.05562166 -0.14563034 -0.6954913 ],0,1.0,[ 0.12499228 -0.13721249 -0.15954016 -0.45196608]
[ 0.12499228 -0.13721249 -0.15954016 -0.45196608],1,1.0,[ 0.12224803  0.05976346 -0.16857949 -0.7903838 ]
[ 0.12224803  0.05976346 -0.16857949 -0.7903838 ],0,1.0,[ 0.1234433  -0.13269219 -0.18438716 -0.55512065]
[ 0.1234433  -0.13269219 -0.18438716 -0.55512065],0,1.0,[ 0.12078945 -0.32481188 -0.19548957 -0.32572928]
[ 0.12078945 -0.32481188 -0.19548957 -0.32572928],1,1.0,[ 0.11429322 -0.12752199 -0.20200416 -0.6731359 ]
[ 0.11429322 -0.12752199 -0.20200416 -0.6731359 ],0,1.0,[ 0.11174278 -0.31934878 -0.21546689 -0.45023265]
[-0.03016082 -0.0374764   0.04095299 -0.04999755],0,1.0,[-0.03091034 -0.23316093  0.03995304  0.25531995]
[-0.03091034 -0.23316093  0.03995304  0.25531995],0,1.0,[-0.03557356 -0.42882988  0.04505944  0.5603322 ]
[-0.03557356 -0.42882988  0.04505944  0.5603322 ],1,1.0,[-0.04415016 -0.23436834  0.05626608  0.28217897]
[-0.04415016 -0.23436834  0.05626608  0.28217897],1,1.0,[-0.04883753 -0.0400922   0.06190966  0.00775944]
[-0.04883753 -0.0400922   0.06190966  0.00775944],1,1.0,[-0.04963937  0.15408975  0.06206485 -0.26476565]
[-0.04963937  0.15408975  0.06206485 -0.26476565],0,1.0,[-0.04655758 -0.04186061  0.05676953  0.04682932]
[-0.04655758 -0.04186061  0.05676953  0.04682932],0,1.0,[-0.04739479 -0.23774871  0.05770612  0.3568694 ]
[-0.04739479 -0.23774871  0.05770612  0.3568694 ],1,1.0,[-0.05214977 -0.04349263  0.06484351  0.08292647]
[-0.05214977 -0.04349263  0.06484351  0.08292647],0,1.0,[-0.05301962 -0.23948127  0.06650204  0.39534223]
[-0.05301962 -0.23948127  0.06650204  0.39534223],1,1.0,[-0.05780924 -0.04536285  0.07440888  0.12434541]
[-0.05780924 -0.04536285  0.07440888  0.12434541],1,1.0,[-0.0587165   0.1486186   0.0768958  -0.14396556]
[-0.0587165   0.1486186   0.0768958  -0.14396556],0,1.0,[-0.05574413 -0.04751557  0.07401648  0.1719514 ]
[-0.05574413 -0.04751557  0.07401648  0.1719514 ],0,1.0,[-0.05669444 -0.24361455  0.07745551  0.48703548]
[-0.05669444 -0.24361455  0.07745551  0.48703548],0,1.0,[-0.06156673 -0.43973908  0.08719622  0.8030894 ]
[-0.06156673 -0.43973908  0.08719622  0.8030894 ],0,1.0,[-0.07036151 -0.63594157  0.10325801  1.1218781 ]
[-0.07036151 -0.63594157  0.10325801  1.1218781 ],0,1.0,[-0.08308034 -0.83225465  0.12569557  1.4450834 ]
[-0.08308034 -0.83225465  0.12569557  1.4450834 ],0,1.0,[-0.09972543 -1.028679    0.15459724  1.7742528 ]
[-0.09972543 -1.028679    0.15459724  1.7742528 ],0,1.0,[-0.12029902 -1.2251692   0.1900823   2.1107435 ]
[-0.12029902 -1.2251692   0.1900823   2.1107435 ],1,1.0,[-0.1448024  -1.0323905   0.23229717  1.882332  ]
[-0.01670973  0.00839179 -0.02238056  0.01461879],1,1.0,[-0.0165419   0.20382743 -0.02208818 -0.2850406 ]
[-0.0165419   0.20382743 -0.02208818 -0.2850406 ],1,1.0,[-0.01246535  0.39925733 -0.02778899 -0.58460736]
[-0.01246535  0.39925733 -0.02778899 -0.58460736],0,1.0,[-0.0044802   0.20453544 -0.03948114 -0.3008062 ]
[-0.0044802   0.20453544 -0.03948114 -0.3008062 ],1,1.0,[-3.8949214e-04  4.0019724e-01 -4.5497261e-02 -6.0567462e-01]
[-3.8949214e-04  4.0019724e-01 -4.5497261e-02 -6.0567462e-01],0,1.0,[ 0.00761445  0.20574003 -0.05761075 -0.32766223]
[ 0.00761445  0.20574003 -0.05761075 -0.32766223],1,1.0,[ 0.01172925  0.40163285 -0.064164   -0.63794214]
[ 0.01172925  0.40163285 -0.064164   -0.63794214],0,1.0,[ 0.01976191  0.20746152 -0.07692284 -0.36613578]
[ 0.01976191  0.20746152 -0.07692284 -0.36613578],0,1.0,[ 0.02391114  0.01351216 -0.08424556 -0.09866505]
[ 0.02391114  0.01351216 -0.08424556 -0.09866505],0,1.0,[ 0.02418138 -0.18030767 -0.08621886  0.16629471]
[ 0.02418138 -0.18030767 -0.08621886  0.16629471],1,1.0,[ 0.02057523  0.01593586 -0.08289296 -0.15229411]
[ 0.02057523  0.01593586 -0.08289296 -0.15229411],0,1.0,[ 0.02089395 -0.17790736 -0.08593885  0.11312971]
[ 0.02089395 -0.17790736 -0.08593885  0.11312971],1,1.0,[ 0.0173358   0.01833416 -0.08367625 -0.20538117]
[ 0.0173358   0.01833416 -0.08367625 -0.20538117],1,1.0,[ 0.01770248  0.21454683 -0.08778387 -0.52324253]
[ 0.01770248  0.21454683 -0.08778387 -0.52324253],0,1.0,[ 0.02199342  0.02076294 -0.09824873 -0.25946128]
[ 0.02199342  0.02076294 -0.09824873 -0.25946128],0,1.0,[ 0.02240868 -0.17282918 -0.10343795  0.00068782]
[ 0.02240868 -0.17282918 -0.10343795  0.00068782],0,1.0,[ 0.0189521  -0.3663273  -0.10342419  0.2590271 ]
[ 0.0189521  -0.3663273  -0.10342419  0.2590271 ],1,1.0,[ 0.01162555 -0.1698926  -0.09824365 -0.06440302]
[ 0.01162555 -0.1698926  -0.09824365 -0.06440302],1,1.0,[ 0.0082277   0.02649062 -0.09953171 -0.3863946 ]
[ 0.0082277   0.02649062 -0.09953171 -0.3863946 ],0,1.0,[ 0.00875751 -0.16708793 -0.1072596  -0.12667789]
[ 0.00875751 -0.16708793 -0.1072596  -0.12667789],0,1.0,[ 0.00541575 -0.36052287 -0.10979316  0.13033316]
[ 0.00541575 -0.36052287 -0.10979316  0.13033316],0,1.0,[-0.00179471 -0.5539147  -0.1071865   0.38645995]
